addr:housenumber,addr:street,name:en,reservation,memorial,title,lgbtq,brand,description,latitude,brand:wikipedia,common_tags,wikipedia,image,wheelchair,checkIn,name,wheelchair:description,addr:postcode,address,checkOut,note,takeaway,cuisine,beauty,shop,wikimedia_commons,contact:website,longitude,toilets:wheelchair,hours,stars,changing_table,toilets,url,internet_access,alt,smoking,opening_hours,type,phone,amenity,old_name,price,website,amenity.1,brand.1,check_date,cuisine.1,name.1,opening_hours.1,shop.1,meal,Micheline,category,Service,room_facilities,drink type,music type,Ambiental,price range,private_bath,air_conditioning,bath,balcony,view,kitchen,tv,bed_number,size,indoor/outdoor seating,dietary
,,,,,cafe kadijk,,,cafe kadijk be a small indonesian restaurant that offer good food at a decent price the restaurant have a coffee shop vibe and be locate in a trendy area just outside amsterdam city center it be a bit of a walk away from the more touristy area of the city patio din and indoor din be both available,,,,,,,,,,,kadijksplein 5,,,,,,,,,,,,,,,httpcafekadijknl,,,,,eat,,,,€€,,,,,,,,,dinner,no,,,,,,casual,cheap,,,,,,,,,,,
,,,,,brouwerij t ij,,,it label with an ostrich egg be a visual pun a ij and ei the word for egg sound the same in dutch east of the centre close to artis zoo in a former bath house beside a windmill a small scale brewery where delicious beer in several variety and strength be brew and sell at a bar on the premise the beer be available at some specialist beer shop and of high quality and in some case alcohol content internationally renowned,,,,,,,,,,,funenkade 7,,,,,,,,,,,wsu 15002000,,,,httpwwwbrouwerijhetijnllangen,,,,,drink,31 20 622 83 25,,,,,,,,,,,,,no,,,,beer,rock,casual,,,,,,,,,,,,
,,,,,eden lancaster hotel,,,recently renovate quaint 3star hotel with 91 room and bag of character friendly and helpful englishspeaking staff quiet area and very good value for money,,,,,,,,,,,plantage middenlaan 48,,,,,,,,,,,,,,,httpwwwlancasteramsterdamhotelcom,,,,,sleep,31 20 535 6888,hotel,,€69,,,,,,,,,,no,,friendly staff,facility may include private bath air conditioning tv number of bed size,,,,cheap,,,,,,,,,,,
,,,,,intercontinental amstel hotel,,,historic 5star hotel locate on bank of amstel river near financial shopping and theater district vote the netherlands best in 2008 by condé nast traveller 19thcentury palace 79 guestroom and suite indoor swim pool spa facility include a turkish bath,,,,,,,,,,,professor tulpplein 1,,,,,,,,,,,,,,,httpwwwamsterdamintercontinentalcom,,,,,sleep,31 20 622 60 60,hotel,,€495,,,,,,,,,,no,,,private bath air conditioning indoor swim pool spa facility include turkish bath view tv,,,,expensive,,,yes,,river view,,,,,,
,,,,,coster diamond,,,this stately building be one of amsterdam two diamond factory guide tour be give showcasing the complicate diamond production process it look like just an ordinary jewelry shop and of course it be but there be a lot more to it if you want to purchase diamond ask for the tax refund form so you can get up to 12 of the ask price back at the airport,52.35956,,,,,,,coster diamond,,,paulus potterstraat 28,,,,,,jewelry,,,4.88295,,,,,,,,,,,see,31 20 3055555,,,free,httpswwwcosterdiamondscom,,,,,coster diamond,,jewelry,,no,,,,,,,,,,,,,,,,,,
,,,,,diamant museum,,,this brand new exhibition about the history of diamond trade in amsterdam,52.35942,,,,,yes,,,,,paulus potterstraat 28,,,,,,,,,4.8825,,09001700,,,,,,,,,see,31 20 3055300,cafe,,€850,,cafe,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,heineken experience,,,do not expect a beer museum but rather to be flood with heineken advertisement,52.3578,,,,,yes,,heineken experience,,,stadhouderskade 78,,,,,,,,,4.8916,,msu 11001900 last entry 1730,,,,httpwwwheinekenexperiencecom,,former heineken brewery,,moth 10301930 frsu 10302100,see,,,,,httpsheinekencomheinekenexperience,,,,,heineken experience,moth 10301930 frsu 10302100,,,no,,,,,,,,,,,,,,,,,,
,,,,,rijksmuseum,,,the large and most prestigious museum for art and history in the netherlands work by vermeer rembrandt and other dutch master it garden have a curious collection of architecture and have free entrance during museum opening time recommend to get there early to avoid long queue and crowd then head first for the second floor to see the rembrandt classic and others such a avercamps winter landscape with skater,52.36,,,,,,,,,,jan luijkenstraat 1,,,,,,,,,4.8853,,09001700 daily cafe museum store and cloak room to 1800,,,,httpwwwrijksmuseumnlen,,,,,see,31 20 6747047,,,€1750 for adult under 18 free no discount for student,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,stedelijk museum,,,the stedelijk museum be the municipal museum of modern art it have a long history a it first open in 1874 and have be at it current location since 1895 it be reopen in 2012 after a renovation that take four year the newly construct building be now locally refer to a the bath tub due it unique shape the bath tub will host newly acquire film and video exposition while the highlight remain in the old part of the building,52.3581,,,,,,,,,,paulus potterstraat 13,,,,,,,,,4.8797,,tuw fsu 10001600 th 10002200,,,,httpwwwstedelijknl,,,,,see,31 20 5732911,,,€15,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,van gogh museum,,,this museum be dedicate to vincent van gogh a late 19th century postimpressionist dutch painter the museum be extremely popular so expect to wait in line to get in best to get there early be a good cafe inside to keep you go in the museum be many but not all of van gogh work the museum contains some famous painting like sunflower and potato eater but lack others such a starry night also there be select work of monet exhibit there the audio tour at €5 in the language of your choice will give you a much well understand of van gogh life and his painting,52.3582,,,,,,,,,,paulus potterstraat 7,,,,,,,,,4.8811,,sath 10001800 f 10002200,,,,httpwwwvangoghmuseumnl,,,,,see,31 20 570 52 00,,,€17 for adult under 18 free no discount for student,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,museumplein,,,not exactly a park but a large grass open space around it edge be the rijksmuseum the van gogh museum the stedelijk museum and the concertgebouw on a sunny summer day many local chill at the grass lawn on top of the albert heijn supermarket,52.357216,,,,,,,,,,willem sandbergplein,,,,,,,,,4.881634,,,,,,,,,,,see,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,sarphatipark,,,situate in de pijp this be a place where people sunbathe and have picnic in the summer,52.354,,,,,,,,,,,,,,,,,,,4.896,,,,,,,,,,,see,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,vondelpark,,,the only large park that be close to the binnenstad and definitely the most popular one especially in the summer it be lively and crowd many local sit on the grass and enjoy a cold beer or wine it a lovely place to just hang out sit in the sun and meet the local open air theater be run in the summer on friday evening saturday and sunday,52.358,,,,,,,,,,,,,,,,,,,4.868,,,,,,httpwwwhetvondelparknet,,,,,see,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,de jonge dikkert,,,officially in amstelveen corner of molenweg and amsterdamseweg be now a restaurant,52.308196,,,,,,,de jonge dikkert,,,amsterdamseweg 104a,,,,french,,,,,4.847315,,,,,,httpwwwjongedikkertnl,,,no,,see,31 20 643 3333,restaurant,,,httpswwwjongedikkertnl,restaurant,,,french,de jonge dikkert,,,,no,,,,,,,,,,,,,,,,,,
,,,,,riekermolen 1636,,,on the bank of the amstel river at kalfjeslaan,52.324044,,,,,,,,,,,,,,,,,,,4.893707,,,,,,,,,,,see,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,strand zuid,,,with bar and restaurant,52.341308,,,,,,,,,,europaplein 22,,,,,,,,,4.886449,,,,,,httpwwwstrandzuidnl,,,,,see,31 20 639 2589,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,albert cuyp market,,,large street market in amsterdam and the bestknown street market in the country it be iconic for the de pijp neighborhood and it work class inhabitant there be something for everyone here whether youre look for delicious dutch treat clothing or secondhand camera there also a wide array of store that cater to the city surinamese antillean turkish and moroccan inhabitant give the market and neighborhood a strong multicultural feel can get very crowd so watch out for pickpocket,52.355954,,,,,,,,,,,,,,,,,,,4.895205,,msa 09001700,,,,httpalbertcuypmarktamsterdam,,,,,buy,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,pieter cornelisz hooftstraat,,hermès,probably the wealthy street of the country where dutch celebrity go for a new pair of designer shoe well bring a fill wallet if youre planning to buy something here,52.359979,,,,,,,hermès,,,,,,,,,clothes,,,4.879626,,,,,,,,pc hooftstraat,,,buy,,,,,,,hermès,,,hermès,,clothes,,no,,,,,,,,,,,,,,,,,,
,,,,,albina,,,it cheap and very good if you arrive around dinnertime you probably have to wait for a table the surroundings be depress but the food be so good you will come back anyway,52.354969,,,,,yes,,albina,,,albert cuypstraat 69,,,,chinese,,,,,4.889637,,,,,,,,,,,eat,,restaurant,,€6,,restaurant,,,chinese,albina,,,dinner,1 star,,,,,,casual,cheap,,,,,,,,,,,
,,,,,tijns exotische broodjes,,,tasty great value surinamese takeout locate a short walk from the zuidas area hotel a few table be also available to eat in,,,,,,,,,,,willem van weldammelaan 55 1082 dd,,,,,,,,,,,,,,,,,,,,eat,31 20 404 2175,,,,,,,,,,,,lunch,no,,,,,,casual,,,,,,,,,,,,
,,,,,dosa,,,they specialise in traditional southern indian cuisine especially the eponymous dosa a rice and lentil pancake with a variety of filling the food be outstanding and well worth hunt out the dosas be exceptional and a treat worthy of a visit by themselves,52.362458,,,,,,,dosa,,,overtoom 146,,,,indian,,,,,4.873326,,,,,,httpwwwdosaindianrestaurantnl,,,,,eat,31 20 6164 838,restaurant,,,httpswwwdosaamsterdamnl,restaurant,,,indian,dosa,,,,3 star,,,,,,casual,,,,,,,,,,,indoor,
,,,,,sari citra,,,locate just off the far end of the de pijp neighborhood famous the albert cuyp market sari citra be one of the most delicious and most affordable indonesian restaurant in town be sure to try several of the selection a the friendly staff build a plate for you dont show up right at 5pm unless you feel like wait in line behind a lot of hungry local just get off work open during the week from 2pm9pm and from 3pm9pm on weekend,52.355769,,,,,,,sari citra,,,ferdinand bolstraat 52,,,,asian,,,,,4.890364,,,,,,httpwwwsaricitranlen,,,,,eat,31 20 675 41 02,restaurant,,,httpswwwsaricitranl,restaurant,,,asian,sari citra,,,dinner,no,,,,,,casual,,,,,,,,,,,,
,,,,,ctaste,,,din in the dark all waiter be blind and serve you dinner in a completely dark restaurant a very weird but actually quite fun experience,52.354182,,,,,yes,,ctaste,,,amsteldijk 55 1074 hx amsterdam,,,,regional,,,,,4.906317,,,,,,httpwwwctastenl,,,,wesa 1630 su 1100,eat,31 20 675 2831,restaurant,,,httpsctastenl,restaurant,,,regional,ctaste,wesa 1630 su 1100,,dinner,no,,,,,,unique,,,,,,,,,,,,
,,,,,frnzy,,,small restaurant with indoor and street seat serf good noodle salad and sandwich with a vietnamese influence,52.357586,,,,,,,,,,eerste jacob van campenstraat 27 h,,,,,,,,,4.889041,,,,,,httpwwwfrnzyamsterdamcom,,,,,eat,31 6 506 332 21,,,,,,,,,,,,lunch,no,,,,,,casual,,,,,,,,,,,,
,,,,,occii,,,a rock venue for cut edge music punk noise riot grrrl etc,,,,,,,,,,,amstelveenseweg 134,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,no,,,,beer,punk,intimate,,,,,,,,,,,,
,,,,,club medium,,,completely organic menu fair selection good price lovely staff free fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,no,,,,,,casual,,,,,,,,,,,,
,,,,,katsu,,,just around the corner from medium good price nice atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,no,,,,,,casual,,,,,,,,,,,,
,,,,,t blauwe theehuis,,,basic bar and beer garden,52.358864,,,,,,,,,,vondelpark 5,,,,,,,,,4.872586,,,,,,httpwwwblauwetheehuisnl,,,,,drink,,,,,,,,,,,,,,no,,,,beer,,casual,,,,,,,,,,,,
,,,,,de roos,,,quite tea house with small garden,52.35874,,,,,,,de roos,,,pieter cornelisz hooftstraat 183,,,,breakfast coffeeshop sandwich tea,,,,,4.875451,,,,,,,,,,sasu 09001730 mofr 08301800,drink,,cafe,,,httproosnl,cafe,,,breakfast coffeeshop sandwich tea,de roos,sasu 09001730 mofr 08301800,,,no,,,,tea,folk,intimate,,,,,,,,,,,,
,,,,,fly pig uptown,,,a bit loud and boisterous for traveler look to relax but perfect for those look to meet people from all over the world and get the true amsterdam experience locker require lockpads which be not available for rent only sale for €5,52.36025,,,,,,,,,,vossiusstraat 46,,,,,,,,,4.87835,,,,,,httpwwwflyingpignlhostelsflyingpiguptownphp,,,,,sleep,31 20 4004187,hostel,,dorm €16 room €33,,,,,,,,,,no,,,locker require lockpads available for sale not for rent social atmosphere for meeting people not suitable for traveler look to relax,,,,cheap,,,,,,,,,,,
,,,,,hotel abba,,,cheap but clean hotel close to the van gogh and rijksmuseum,52.362765,,,,,,,hotel abba,,,overtoom 118122,,,,,,,,,4.874552,,,,,,httpwwwhotelabbanl,,,,,sleep,31 20 618 3058,hotel,,,httpswwwhotelabbanl,,,,,hotel abba,,,,no,,clean,private bath tv air conditioning,,,,,,,,,,,,,,,
,,,,,hostel cosmos,,,friendly youth hostel,52.35433,,,,,,,,,,frans van mierisstraat 69a,,,,,,,,,4.88188,,,,,,httpwwwhostelcosmoscom,,,,,sleep,31 20 6252438,hostel,,dorm €24 per person,,,,,,,,,,no,,friendly staff,share bathroom dormitorystyle room common area for socialize wifi access kitchen for guest to use lounge with tv bunk bed budgetfriendly pricing,,,,cheap,,,,,,,,,,,
,,,,,the poet hotel amsterdam,,,a new boutique hotel in zuid just around the corner from museumplein,52.360139,,,,,,1400,,,,jan luijkenstraat 44,1100,,,,,,,,4.881899,,,,,,httpwwwpoethotelamsterdamcom,,,,,sleep,31 20 6620526,hotel,,from €69,,,,,,,,,,no,,,base on the description provide the possible room facility could include view tv air conditioning private bath,,,,,,,,,,,,,,,
,,,,,sphinx hotel,,,from single room to five people share steep stair and no lift share or private bathroom quite small very close to the museum,52.3595,,,,,,1500 2300 hour,sphinx hotel,,,weteringschans 82 de weteringschans,until 1100,,,,,,,,4.8935,,,,,,httpwwwsphinxhotelnl,,,,,sleep,31 20 6273680,hostel,,,httpswwwsphinxhotelnl,,,,,sphinx hotel,,,,no,,clean,private bath possible share bath possible air conditioning possible number of bed varies size of the room varies close to museum location steep stair and no lift inconclusive balcony not mention view not mention kitchen not mention tv not mention,,,,,,,no,,,,,5,,,
,,,,,stayokay vondelpark,,,fairly large youth hostel very clean and professional operate by the dutch affiliate of hostelling international next to the pleasant vondelpark put you on the southern side of downtown and just a few block from the van gogh museum and the rijksmuseum the breakfast be fill and have a social atmosphere this location be popular with school group bring a padlock for your locker or purchase one at the desk,52.361146,,,,,,early checkin begin at 730am room available at 2pm,,,,zandpad 5,1030am,,,,,,,,4.878186,,,,,,httpwwwstayokaycomvondelpark,,,,,sleep,31 20 589 8996,hostel,,dorm €17 private €50,,,,,,,,,,no,,clean,size fairly large private bath not specify air conditioning not specify bath not specify balcony not specify view not specify kitchen not specify tv not specify number of bed not specify note the description do not provide specific information about the room facility,,,,cheap,,,,,park view,,,,large,,
,,,,,van ostade bicycle hotel,,,a walk or short tram ride from the centre of the action yet far enough away to feel safe surround by fantastic architecture with reasonable rate even on peak room from single to quadruple and optional en suite come with free coffee breakfast and wireless internet access great for student,52.352566,,,,,,,,,,van ostadestraat 123,,,,,,,,,4.893596,,,,,,httpwwwbicyclehotelcom,,,,,sleep,31 20 679 3452,hostel,,double €5085 double ensuite €80120,,,,,,,,,,no,,clean,private bath number bed single to quadruple size free breakfast free coffee wireless internet access,,,,medium,,,,,,,,4,,,
,,,,,ibis style amsterdam city,,ibis style,the hotel offer the late requirement of 3 star hotel all the floor be reachable by elevator all room have their own private bathroom,52.357936,,,,,,1400,ibis style amsterdam city,,,stadhouderskade 135,1100,,,,,,,,4.900688,,,,,,httpwwwibiscomgbhotel8220ibisstylesamsterdamcityindexshtml,,,,,sleep,31 20 675 05 53,hotel,,,httpsibisstylescitycomamsterdamcom,,ibis style,,,ibis style amsterdam city,,,,no,,,private bath elevator access number bed varies by room size varies by room,,,,,yes,,yes,,,,,,,,
,,,,,hotel flipper,,,hotel flipper amsterdam be very attractive with it peaceful location in a quiet residential area in the southern part of amsterdam,52.348907,,,,,,1400,hotel flipper,,,borssenburgstraat 5,1100,,,,,,,,4.908637,,,,,,httpwwwhotelflipperamsterdamcom,,,,,sleep,31 20 676 19 32,hotel,,,,,,,,hotel flipper,,,,no,,,peaceful location in a quiet residential area private bath air conditioning,,,,,,,,,,,,,,,
,,,,,hotel city garden,,,the hotel have 70 room with stylish interior and a beautiful view,52.359233,,,,,,1400,,,,pc hooftstraat 162,1100,,,,,,,,4.876275,,,,,,httpwwwhotelcitygardenamsterdamcom,,,,,sleep,31 20 672 79 19,hotel,,,,,,,,,,,,no,,,number of bed varies per room view beautiful view size varies per room,,,,,,,,,view nothing,,,,,,
,,,,,citizenm amsterdam city,,,second property by citizenm hotel open in 2009 locate on beethovenstraat in oudzuid room include free wifi and movie a rainshower and an xl kingsize bed with luxury linen,52.3419,,,,,,1400,,,,prinses irenestraat 30,1100,,,,,,,,4.876026,,,,,,httpwwwcitizenmcomamsterdamcity,,,,,sleep,31 20 8117 090,hotel,,from euro 69 euro 120,,,,,,,,,,no,,,base on the description the room facility at the second property by citizenm hotel may include xl kingsize bed with luxury linen rainshower free wifi and movie,,,,medium,yes,yes,yes the hotel room have a rainshower,,,,yes,1,,,
,,,,,gresham memphis hotel,,,,52.353563,,,,,,,,,,de lairessestraat 87,,,,,,,,,4.872094,,,,,,httpwwwgreshammemphishotelcom,,,,,sleep,31 20 673 31 41,,,single from €70 and double from €90,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,holiday inn amsterdam,,,tick all the main box for facility but about due for a refurbishment,52.335261,,,,,,,,,,de boelelaan 2,,,,,,,,,4.888549,,,,,,httpwwwihgcomholidayinnhotelsusenamsterdamamsnthoteldetail,,,,,sleep,31 20 646 2300,hotel,,,,,,,,,,,,no,,,private bath air conditioning tv number bed size,,,,,,,,,,,,,,,
,,,,,park plaza vondelpark amsterdam,,,ideally situate right by the vondelpark museum quarter within walk distance close to amsterdam famous upscale shopping street pc hooftstraat and the business district zuidas and the rai congress centrefree wifi in public area,52.354286,,,,,,,,,,koninginneweg 3436,,,,,,,,,4.866425,,,,,,httpwwwparkplazacomhotelsnetvonde,,,,,sleep,31 20 664 61 11,close to center,,from €69€120,,,,,,,,,,no,,,free wifi in public area air conditioning view of vondelpark close to museum quarter close to pc hooftstraat shopping street close to zuidas business district close to rai congress centre,,,,medium,,,,,park view,,,,,,
,,,,,roemer hotel,,,trendy boutique hotel,52.361774,,,,,,,,,,roemer visscherstraat 10,,,,,,,,,4.877998,,,,,,httpwwwhotelroemercomen,,,,,sleep,31 20 612 01 20,hotel,,double from €129,,,,,,,,,,no,,,possible room facility private bath air conditioning tv size,,,,medium,,,,,,,,,,,
,,,,,bilderberg garden hotel,,,five star hotel just off the apollolaan and only a short walk to the city centre,52.35111,,,,,,,bilderberg garden hotel,,,dijsselhofplantsoen 7,,,,,,,,,4.87412,,,,,,httpwwwbilderbergnlukhotelsgardenhotel,,,,,sleep,31 20 570 56 00,hotel,,,httpswwwbilderbergnlhotelsgardenhotel,,,,,bilderberg garden hotel,,,,no,,,highly rat hotel locate just off the apollolaan short walk to the city centre,,,,,,,,,city view,,,,,,
,,,,,hilton amsterdam apollolaan,,,site of john lennon and yoko ono bedin locate in an upscale old neighbourhood outside of the city centre oudzuid but close to the rijksmuseum and vondelpark nationally famous for be the site where dutch artist herman brood commit suicide by jumping from the roof,52.35153,,,,,,,,,,apollolaan 138,,,,,,,,,4.87207,,,,,,httpwww1hiltoncomenushihotelamshitwhiltonamsterdamindexdo,,,,,sleep,31 20 710 60 00,hotel,,from €200,,,,,,,,,,no,,,private bath balcony view number bed size,,,,expensive,,,no,yes,,,,,,,
,,,,,hotel okura,,,five star japaneseowned and operate hotel with an excellent range of japanese food clothing and book shop in the basement and wireless internet in the lobby bar and conference room the only drawback be that it relatively distant from the central station 15 minute by tram but worth consider if work be pay and you dont mind take cab,52.348714,,,,,,,,,,ferdinand bolstraat 333,,,,,,,,,4.893862,,,,,,httpwwwokuranl,,,,,sleep,31 20 6788 300,hotel,,€275,,,,,,,,,,no,,,base on the description the possible room facility at the hotel may include 1 wireless internet 2 private bath 3 air conditioning 4 bar 5 conference room,,,,expensive,,,no,,,,,,,,
,,,,,park hotel amsterdam,,,bang in the middle of amsterdam between leidseplein rijksmuseum and pc hooftstraat four star hotel spread over several historical building parking very friendly staff,52.361421,,,,,,,,,,stadhouderskade 25,,,,,,,,,4.883174,,,,,,httpwwwparkhotelnl,,,,,sleep,31 20 671 12 22,hotel,,from €149,,,,,,,,,,no,,friendly staff,private bath air conditioning tv number bed size,,,,medium,,,,,,,,,,,
,,,,,conservatorium hotel,,,locate in the heart of amsterdam be the brand new fivestar hotel and amsterdam best kept secret up to date the conservatorium offer 129 luxurious guest suite spread throughout 8 floor opening soon,52.358631,,,,,,,,,,van baerlestraat 27,,,,,,,,,4.878624,,,,,,httpwwwconservatoriumhotelamsterdamcom,,,,,sleep,31 20 570 00 00,hotel,,,,,,,,,,,,no,,,private bath air conditioning tv number bed varies depend on room type size varies depend on room type,,,,,,,,,,,,,,,
,,,,,hotel jl no76,,,hotel jl no76 be a luxury boutique hotel near the vondelpark,,,,,,,,,,,jan luijkenstraat 76,,,,,,,,,,,,,,,httphoteljlno76com,,,,,sleep,31 20 3485 555,hotel,,,,,,,,,,,,no,,,base on the description provide the possible room facility at the hotel jl no76 could include 1 private bath 2 air conditioning 3 view 4 tv 5 number bed eg single bed double bed 6 size eg spacious room,,,,,,,,,park view,,,,,,
,,,,,museum het schip,,,museum of architecture amsterdam school style dutch expressionism with former post office and historic museum appartement,52.3899,,,,,yes,,museum het schip,,,,,,,,,,,,4.8741,,,,,,httpwwwhetschipnl,,,,tusu 11001700,see,,,,,httpswwwhetschipnl,,,,,museum het schip,tusu 11001700,,,no,,,,,,,,,,,,,,,,,,
,,,,,rembrandtpark,,,not too far west of the vondelpark but much quieter and large in size,52.3628,,,,,,,,,,,,,,,,,,,4.8456,,,,,,,,,,,see,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,westerpark,,,newly expand park at the western edge of the centre with cultural activity in a former gas factory access from haarlemmerweg,52.387,,,,,,,,,,,,,,,,,,,4.877,,,,,,httpwwwwestergasfabrieknlenglishengelswelcomephp dead linkmay 2016,,,,,see,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,de 100 roe 1674,,,in the ookmeer sport field along ma braunpad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,see,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,de 1200 roe 1632,,,near seineweg,,,,,,,,,,,haarlemmerweg 701,,,,,,,,,,,,,,,,,,,,see,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,de bloem 1878,,,at nieuwpoortkade,,,,,,,,,,,haarlemmerweg 465,,,,,,,,,,,,,,,,,,,,see,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,de otter 1631,,,a restore and function sawmill opposite buyskade west of the jordaan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,see,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,molen van sloten,,,in zuid the only one open for visitor,52.341596,,,,,,,,,,akersluis 10,,,,,,,,,4.792285,,open daily from 1000am to 4pm,,,,httpwwwmolenvanslotennlen,,,,,see,31 20 669 0412,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,ten katemarkt,,,third large in amsterdam with food household flower and clothing,,,,,,,,,,,,,,,,,,,,,,msa 08001700,,,,,,,,,buy,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,club 8,,,a large alternative place with lot of art on it wall there ping pong a very local and fairly young crowd,,,,,,,,,,,admiraal de ruijterweg 56b,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,no,,,,beer,indie,casual,,,,,,,,,,,,
,,,,,flex bar,,,flex bar be know for it innovative musical program and their open mind approach towards music a well a their public expect electro techno house dubstep hiphop indie funk and soul,,,,,,,,,,,pazzanistraat 1,,,,,,,,,,,often until 0500,,,,httpwwwflexbarnl,,,,,drink,31 20 486 21 23,,,,,,,,,,,,,no,,,,beer,electronic,casual,,,,,,,,,,,,
,,,,,missortelia,,,free bike wifi free breakfast include,,,,,,,flexible,,,,orteliuskade 51i,1030 free luggage store,,,,,,,,,,,,,,httpwwwmissorteliacom,,baarjes,,,sleep,31 616 111 349,hostel,,4090€,,,,,,,,,,no,,,free bike wifi breakfast include,,,,cheap,,,,,,,,,,,
,,,,,holiday inn express amsterdam sloterdijk station,,,this new hiexpress be right in the midst of the web of track extend around sloterdijk station make it very convenient for travel to just about any point in amsterdam that say the actual area around the hotel be a sombre office park and a huge transferium so it be best to only come there to sleep and have free breakfast,,,,,,,,,,,zaventemweg 3,,,,,,,,,,,,,,,,,,,,sleep,,hotel,,,,,,,,,,,,no,,,private bath air conditioning free breakfast,,,,,,,,,,,,,,,
,,,,,meininger hotel amsterdam city west,,,the meininger chain property sit somewhere between budget hotel and hostel with available multiperson room with bunk bed and onsite laundrette the hotel be relatively new and visually attractive if rather basic inside again stay in the midst of sloterdijk be great for transit possibility and rather unexciting regard everything else,,,,,,,,,,,orlyplein 167,,,,,,,,,,,,,,,,,,,,sleep,,hotel,,€41,,,,,,,,,,no,,clean,multiperson room with bunk bed onsite laundrette,,,,cheap,,,,,,,,,,,
,,,,,bastion hotel zuidwest,,,,,,,,,,,,,,nachtwachtlaan 11,,,,,,,,,,,,,,,httpwwwbastionhotelsnlen,,,,,sleep,31 20 669 1621,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,ramada apollo amsterdam centre,,,the ramada be a solid recently remodelled property but call it amsterdam centre be not even close to reality a the hotel be at the remote of rembrandtpark close to the a10 ringroad run across amsterdamwest that say you will find get to the city quite easy thanks to them tram 13 stop at the hotel back and the park provide a tranquil environment the best room have great view of amsterdam over the park the less fortunate guest will have to enjoy residential block of slotervaart the good news be that the hotel have a topfloor restaurant bar and terrace for everybody to enjoy the best view,,,,,,,,,,,staalmeesterslaan 410,,,,,,,,,,,,,,,,,,,,sleep,,,,,,,,,,,,,,no,,,view of amsterdam over the park air conditioning restaurant bar terrace,,,,,,,,yes,park view,,yes,,,,
,,,,,amsterdam marriott hotel,,,at the border of oudwest and the canal district this oldfashioned marriott can offer a relatively attractive rate and still have a convenient location for explore the city centre,52.362557,,,,,,,,,,stadhouderskade 12,,,,,,,,,4.880102,,,,,,httpwwwmarriottcomhotelstravelamsntamsterdammarriotthotel,,,,,sleep,,hotel,,,,,,,,,,,,no,,,convenient location for explore the city centre,,,,,,,,,city view,,yes,,,,
,,,,,park plaza amsterdam airport,,park plaza,the hotel have 19 meeting room a well a 6 business suite the hotel provide free shuttle service from and to the airport a well a free wifi in public area,52.348587,,,,,,,park plaza amsterdam airport,,,melbournestraat 1 lijnden,,,,,,,,,4.765281,,,,,,httpwwwparkplazacomhotelsnetairp,,,,,sleep,31 20 6580 580,hotel,,from €79,,,park plaza,,,park plaza amsterdam airport,,,,no,,,possible room facility include air conditioning free wifi meeting room business suite shuttle service airport transfer,,,,medium,,,,,,,,0,,,
