addr:housenumber,addr:street,name:en,reservation,memorial,title,lgbtq,brand,description,latitude,brand:wikipedia,common_tags,wikipedia,image,wheelchair,checkIn,name,wheelchair:description,addr:postcode,address,checkOut,note,takeaway,cuisine,beauty,shop,wikimedia_commons,contact:website,longitude,toilets:wheelchair,hours,stars,changing_table,toilets,url,internet_access,alt,smoking,opening_hours,type,phone,amenity,old_name,price,website,meal,Micheline,category,Service,room_facilities,accommodation_type,drink type,music type,Ambiental,price range,private_bath,air_conditioning,bath,balcony,view,kitchen,tv,bed_number,size,indoor/outdoor seating,dietary
,,,,,Gaasper Camping Amsterdam,,,the capitals largest campsite,,,,,,,,,,,Loosdrecht 7 1108 AZ,,,,,,,,,,,,,,,httpwwwgaaspercampingamsterdamnl,,,,,sleep,,,,,,,,,,"Large campsite 
 Potential for communal facilities such as bathrooms and kitchen areas
 Tent or campervan pitches
 Picnic tables 
 Fire pits 
 Potentially a communal fire pit area 
 Access to hiking trails
 Potential for organized group activities or events",Campsite,,,,,,,,,,,,,Large,,
22,Hogehilweg,,,,AO Amsterdam Zuidoost,,,hostel  Immediately adjacent to metro station Bullewijk 5 mins walk from train station Amsterdam BijlmerArena Free wifi Free parking No curfew This hostel is the largest in Amsterdam opened early 2015 in a completely renovated former office building New clean and very popular is spearheading the revitalization of this part of town Location is logistically perfect less than 20 mins doortodoor from Schiphol airport near major train station and the junction between major motorways leading into Amsterdam and with an excellent metro connection into the center of town Only drawback is that there isnt much to do in the immediate vicinity and that the metro doesnt run at night Fortunately Amsterdam night buses do run every night and stop at Amsterdam BijlmerArena 5 mins walk away,52.307066,,wlan 431 yes 64 no 20  X  no 149 outside 100 isolated 7 separated 7 dedicated 3 yes 1   X   X yes 2234 limited 983 no 881,,,limited,1500,AO Amsterdam Zuidoost,Rooms are stepfree but ensuite toilets are not accessible,1101CD,Hogehilweg 22 1102 CD,1000,,,,,,,,4.949838,yes,,,,,httpwwwaohostelscomenamsterdamamsterdamzuidoost,yes,,no,,sleep,,commercial,,,httpswwwaohostelscomenamsterdamamsterdamzuidoost,,,,Clean,"Based on the description the room facilities at the hostel may include
 Free wifi
 Air conditioning
 Private bath
 View possibly
 TV",Hostel,,,,,,,,,,,,,Large,,
,,,,,Campanile Hotel Amsterdam,,,3 star hotel  1 minute walk from metro station Gaasperplas Free wifi Free parking,,,,,,,1400,,,,Loosdrechtdreef 3 1108 AX,1200,,,,,,,,,,,,,,httpwwwcampanilecom,,,,,sleep,,,,,,,,,,"Free Wifi
 Free Parking",Hotel,,,,,,,,,,,,,,,
,,,,,Tulip Inn Amsterdam Riverside,,,3 star hotel 7 minute walk from metro station Gaasperplas Free parking 8 conference rooms Restaurant Bar open till 100 am,,,,,,,,,,,Provincialeweg 38 1108 AB,,,,,,,,,,,,,,,httpwwwtulipinnamsterdamriversidenl,,,,,sleep,,,,,,,,,,"Free parking
 Restaurant
 Bar
 8 conference rooms",Hotel,,,,,,,No,,,No,Yes,,,,
,,,,,Magere Brug,,,The Magere Brug literally Skinny Bridge is a bridge that spans the Amstel River and connects the Kerkstraat with the Nieuwe Kerkstraat It an iconic bridge that consists of nine arches and a drawbridge that is still operated by hand The current bridge is made of whitepainted wood but it has been rebuilt several times and historically it has also been in concrete The first bridge here was built in 1691 but the current one dates from 1934 It is one of the most photographed bridges of Amsterdam especially at night because of the 1200 tiny lights that make it look like a pictureperfect postcard,52.363587,,X X X yes 2234 limited 983 no 881,,,yes,,Ponte Magro,,,,,,,,,,,,4.902373,,,,,,,,,,,see,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Anne Frank House,,,The house where the Jewish girl Anne Frank wrote her diary while hiding with her family from the Nazis Dont let the long line or maybe a very short line if youre lucky discourage you it moves quickly and the experience inside the hiding places on the top floors is moving The museum lacks any exhibits to explain the historical context at the time of Annes diary however Go in the early evening around 5PM to avoid any lines or alternatively skip the lines entirely by reserving tickets from the official website The Anne Frank House is open later during the summer Museumkaart is valid I Amsterdam Card is not valid,52.37507,,X,,,,,,,,Prinsengracht 267,,,,,,,,,4.88414,,,,,,httpwwwannefrankorg,,Anne Frankhuis,,,see,31 20 556 71 00,museum,,€9,,,,,,,,,,,,,,,,,,,,,,
386,Herengracht,Museum of the Canals,,,Museum Het Grachtenhuis,,,Het Grachtenhuis is the gateway to the world famous Canal District Het Grachtenhuis tells the fascinating story about how Amsterdams Canal District was created by a multimedia exhibition,52.36788,,X yes 82 no 18 EUR 24 2 adults camper 2 first hour and restaurant free €2hour€8day€5extra night 1 X   X   X yes 2234 limited 983 no 881,,,no,,Grachtenhuis,,1016CJ,Herengracht 386,,,,,,,,,4.8863,,,,,,httpwwwhetgrachtenhuisnl,,The Museum of the Canals,,TuSu 10001700,see,31 20 421 1656,museum,,€12,httpsgrachtenmuseum,,,,,,,,,,,,,,,,,,,,,
497,Herengracht,cats museum,,,Cat Cabinet,,,A cat museum Housed in a beautiful restored palatial home in an upscale area street  very Masterpiece Theater It was opened by the homeowner after his favourite cat died and he still lives in the home Lots of catrelated art and two real felines The exhibition is spread across the first floor of the house,52.36561,,X X    X  yes 72 no 22 unisex 2   X yes 2234 limited 983 no 881,nlKattenKabinet,,no,,Kattenkabinet,,,Herengracht 497,,,,,,,CategoryKattenKabinet,,4.89156,,,,,yes,httpwwwkattenkabinetnlhtmlindexengelsdhtmlhtml,,Kattenkabinet,,Sa Su 12001700 MoFr 10001700,see,31 20 626 9040,attraction,,€5,httpskattenkabinetnl,,,,,,,,,,,,,,,,,,,,,
605,Herengracht,,,,Museum WilletHolthuysen,,,It is the only fully furnished canalside patrician house in Amsterdam that is open to the public The museum has a large collection of silverware plates and books from the Dutch Golden Age It also has a substantial collection of art,52.3656,,yes 82 no 18 EUR 24 2 adults camper 2 first hour and restaurant free €2hour€8day€5extra night 1 X  X     X yes 2234 limited 983 no 881,nlHuis WilletHolthuysen,,no,,WilletHolthuysen,,1017CE,Herengracht 605,,,,,,,CategoryMuseum WilletHolthuysen,,4.89902,,MoFr 10am5pm SaSu 11am5pm,,,,httpwwwwilletholthuysennlen,,,,MoFr 10001700 SaSu 11001700,see,31 20 523 1822,museum,,€9,httpswwwwilletholthuysennl,,,,,,,,,,,,,,,,,,,,,
488,Prinsengracht,Amsterdam Pipe Museum,,,Amsterdam Pipe Museum,,,Unique collection of smoking pipes in an authentic canal house from 1670 In the historic ambiance of the collectors house his collection of pipes covering 2500 years is displayed Visitors get a personal tour by enthusiast volunteers of the foundation that also runs the speciality shop in the basement a huge selection of nearly 3000 modern briar pipes are for sale next to collectibles and books on pipes and tobacco,52.36413,,X yes 82 no 18 EUR 24 2 adults camper 2 first hour and restaurant free €2hour€8day€5extra night 1 X    X     X,nlAmsterdam Pipe Museum,,,,Pijpenkabinet,,1017KH,Prinsengracht 488,,,,,,,CategoryAmsterdam Pipe Museum,,4.88535,,12001800,,,,httpwwwpipemuseumnl,,Pijpenkabinet,,MoSa 12001800,see,31 20 421 1779,museum,,8 €,httpswwwpipemuseumnl,,,,,,,,,,,,,,,,,,,,,
,,,,,Museum Van Loon,,,17th century house with interior restored with furnishings to how it looked in the 18th century Also interesting to see a garden you would not normally see form the streets,52.363333,,X X X X X yes 2234 limited 983 no 881,,,no,,Priwet Rossia,,,Keizersgracht 672,,,,,,convenience,,,4.892778,,,,,,httpwwwmuseumvanloonnlhome,,,,10002200,see,,,,,httpwwwpriwetrossianl,,,,,,,,,,,,,,,,,,,,,
60,Westermarkt,,,,Westerkerk,,,Built in 16201631 located on Westermarkt near the Anne Frank House You can climb the tower with guide only every half hour MSa €6 The tower is also open in the winter by group appointment maximum 10 people for €70hr In good weather you can see all of Amsterdam and as far as the coast Free organ concert held every Friday at 1300,52.37453,,X   X,,,,,,,1016DL,,,,,,,gift,,,4.88395,,AprSep MF 11001500,,,,httpwwwwesterkerknl,,,,,see,31 20 624 77 66,retail,,Free,,,,,,,,,,,,,,,,,,,,,,
66,Westermarkt,,,,Homomonument,,,The Homomonument is a memorial to gays and lesbians murdered in World War II a call for vigilance against homophobia and an inspiration for gays and lesbians the world over It consists of three equilateral triangles made of pink granite that are connected by an inlaid band of pink bricks These three triangles represent the past present and future,52.37442,,X X,,,,,Cheese Store,,1016DL,Westermarkt,,,,,,cheese,,,4.88468,,,,,,httpwwwhomomonumentcom,,,,,see,31 20 551 2512,,,,,,,,,,,,,,,,,,,,,,,,,
12,Leidseplein,,,,Boom Chicago,,,The Amsterdam comedy institution since 1993 English language sketch and improv comedy show with extensive use of video music and the internet The troupe is sharp and skewers current events trends and life and local events in Amsterdam Perhaps the best comedy show in any city Good food is served before the show and drink service continues all night,52.36466,,X X X X,,,,,Chicago Social Club,,1017PT,Leidseplein 12,,,,,,,,,4.88258,,,,,,httpwwwboomchicagonl,,,,,do,31 20 530 7300,bar,,,httpswwwboomchicagonl,,,Entertainment,,,,,,,,,,,,,,,,,,
17,Singel,,,,De Poezenboot,,,You really like cats The poezenboot cat boat is an refuge for cats awaiting adoption,52.37814,,X    yes 2234 limited 983 no 881,,,no,,Singel Hotel,,1012VC,Singel 38 G,,,,,,,,,4.89308,,,,,,httpwwwpoezenbootnltaaluk,,,,,do,,hotel,,,,,,AnimalZOO,,,,,,,,,,,,,,,,,,
9,Beulingstraat,,,,Ignatiushuis,,,A Jesuit society that organizes classes and activities Membership required but every Tuesday SepJul a free concert is given at 12301300 Everyone can attend,52.36796,,X X X X,,,,,Beulings,,1017BA,Beulingstraat 11,,,,regional,,,,,4.88765,,,,,,httpsiconicreligioncomportfolioevents,,,,,do,,restaurant,,,httpswwwbeulingsnl,,,Cultural,,,,,,,,,,,,,,,,,,
24,Reguliersbreestraat,,,,Pathé Tuschinski,,,Since its opening in 1921 Tuschinski has been the countrys most breathtaking film theatre Its worth a visit if only for its interior a spectacular mix of Art Nouveau Amsterdam School and Art Deco styles If possible get a tour of the building taking in the sumptuous private rooms upstairs If youre going to watch a film pick the one thats in the big auditorium With the exception of some animated films all English films are subtitled and not dubbed so you should be able to enjoy the standard Hollywood fare the way its meant to be seen,52.36649,,X X   X   X,,,,,Cheese  More,,1017CN,Reguliersbreestraat 2634,,,,,,cheese,,,4.8947,,11300030 daily,,,,httpwwwpathenlbioscooptuschinski,,,,MoSu 10001800,do,31 20 627 7468,,,€1150,httpshenriwilligcomkaaswinkelsamsterdamreguliersbreestraat,,,Cinema,,,,,,,Cheap,,,,,,,,,,,
32,Vijzelstraat,,,,Stadsarchief Amsterdam,,,This institute maintains the archives of the municipality and other organizations that are closely related to Amsterdam The archives are open for everyone Most interesting for travelers are the exhibitions and events see the website,52.36456,,X wlan 431 yes 64 no 20  X   X yes 2234 limited 983 no 881,,,yes,,Cafe de Bazel,,1017HL,Vijzelstraat 32,,,,,,,,,4.8924,,TuF 10001700 Sa Su 12001700,,,,httpstadsarchiefamsterdamnlenglish,wlan,,,,do,31 20 337 6589,cafe,,,httpscaferestaurantdebazelnl,,,Historic,,,,,,,,,,,,,,,,,,
516,Singel,,,,Bloemenmarkt,,,The worlds only floating flower market open daily on the Singel between Koningsplein and Muntplein It is very touristy but you could do worse than buying your tulips here Make sure you buy preapproved bulbs if taking them to the US or Canada They will have the holographic licence and export tag on the bag,52.36691,,X   X X,,,,,Henri Willig,,1017AX,,,2 cheese shops next to each other without connection eventhough they seem to belong to the same company,,,,cheese,,,4.89112,,,,,,,,,,,buy,,,,,httpswwwcheesefarmscomencheeseshopsthekaaskelder,,,,,,,,,,,,,,,,,,,,,
,,,,,The Nine Streets,,,Nine narrow streets enclosed between the main canals from the Prinsengracht to the Singel southwest of Dam Square The northernmost street is Reestraat and to the south is the Runstraat The streetnames are marked with a sign of the Nine Streets and some shops have a flyer of this area You can find a lot of boutiques specialist shops galleries and restaurants here,,,,,,,,,,,,,,,,,,,,,,,,,,httpde9straatjesnlenhome,,De Negen Straatjes,,,buy,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Santa Jet,,,Prinsenstraat 7 This little boutique specializes in handmade imports from Latin America You can find everything from mini shrines made of tin to lamps to kitschy postcards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,buy,31 20 427 2070,,,,,,,,,,,,,,,,,,,,,,,,,
39,Berenstraat,,,,De Beeldenwinkel Sculpture Gallery,,,This is a gallery for sculpture lovers with bronze statues pottery abstract sculpture rakufired statues and marble figures sculpture to suit every budget and taste,52.37035,,X X   X,,,,,Smaak,,1016GG,Berenstraat 29,,,,,,bag,,httpswwwsmaakamsterdamcomamsterdam,4.88325,,,,,,,,,,,buy,,,,,httpswwwsmaakamsterdamcom,,,,,,,,,,,,,,,,,,,,,
38,Berenstraat,,,,Pancakes Amsterdam,,,Amazing variety of both sweet and savory pancakes Quaint atmosphere and the street side tables are great to watch people The only downfall is that street side tables attract too many tourists asking for directions,52.3705,,X X X X X yes 2234 limited 983 no 881,,,no,,Pancakes Amsterdam,,1016GH,Berenstraat 38,,,,pancake,,,,,4.88318,,,,,,httpwwwpancakesamsterdamcom,,,,MoSu 09001800,eat,31 20 528 9797,restaurant,,,httpswwwpancakesamsterdamcom,Brunch,3 star,,,,,,,Intimate,,,,,,,,,,,,
191,Prinsengracht,,,,The Pancake Bakery,,,Large selection of sweet or savory pancakes,52.37757,,X X X   wlan 431 yes 64 no 20  X X  X,,,,,The Pancake Bakery,,1015DS,Prinsengracht 191,,,,pancake,,,,,4.88616,,12002130 daily,,,,httpwwwpancakenlen,wlan,,,MoSu 09002130,eat,31 20 625 1333,restaurant,,,httpswwwpancakenl,Brunch,No,,,,,,,Casual,,,,,,,,,,,,vegetarian
,,,,,De Blauwe Hollander,,,Dutch restaurant with an extensive menu of hearty home cooked dishes like herrings pea soup and hutspot  Unlike most restaurants in this area this one gets local diners too and if it gets crowded enough you may have to share tables  Pancakes served only until 5 PM,52.36354,,X X X X,,,,,De blauwe Hollander,,,Leidsekruisstraat 28,,,,regional,,,,,4.88473,,Noon10 PM,,,,httpwwwdeblauwehollandernl,,,,,eat,31206270251,restaurant,,euro20,httpswwwdeblauwehollandernl,Dinner,2 star,,,,,,,Casual,The meal would be categorized as mediumpriced,,,,,,,,,,,
,,,,,Damsteeg,,,They specialise in fish dishes but they also have a wide variety of meat and vegetarian meals to choose from With bar,52.37249,,X X yes 2234 limited 983 no 881,,,no,,Bussia,,,Reestraat 2832,,,,,,,,,4.88332,,,,,,httpwwwtheninestreetscomdamsteegrestaurantamsterdamhtml,,,,,eat,,restaurant,,,,Dinner,1 star,,,,,,,Casual,,,,,,,,,,,,
101,Brouwersgracht,,,,Dimitrij,,,Offering dozens of interesting sandwiches and salads Dimitrij is a must for at least one lunch and its on a street which is packed with an everchanging lineup of fun boutiques,52.37995,,X X X   X yes 2234 limited 983 no 881,,,no,,Café Tabac,,1015GC,Prinsenstraat 3,,,,,,,,,4.88844,,,,,,,,,,SuMo 11000100 TuTh 16000100 FrSa 16000300,eat,31 20 622 4413,cafe,,,httpwwwcafetabaceu,Lunch,No,,,,,,,Casual,,,,,,,,,,,,
15,Vijzelgracht,,,,Holtkamp,,,Best pastry cafe in Amsterdam Much better than the Zeitan which as many recommend Do try the holdkampf with fillings,52.36169,,X X X  X X yes 2234 limited 983 no 881,nlPatisserie Holtkamp,,limited,,Patisserie Holtkamp,,1017HM,Vijzelgracht 15,,,,,,confectionery,,,4.89183,,MF 81800 Sa 81700,,,,,,,,MoFr 08301800 Sa 08301700,eat,31 20 624 8757,,,,httpswwwpatisserieholtkampnl,,No,,,,,,,Casual,,,,,,,,,,,,
45,Korte Leidsedwarsstraat,,,,Akbar,,,Indian restaurant Muslim halal  Hindu no beef Good quality dishes from different regions of India,52.36528,,X X X,,,,,Suzie Wong,,1017PW,Korte Leidsedwarsstraat 15,,,,,,,,,4.88193,,,,,,httpwwwakbarnl,,,,,eat,,bar,,Main courses €1520,httpswwwsuzywongnl,Dinner,No,,,,,,,Casual,This place falls under the medium category,,,,,,,,,,,
49H,Reguliersdwarsstraat,,,,La Margarita,,,This Caribbean restaurant offers a huge range of plates including three different vegetarian options Every dish comes with ample sides of white rice black beans plantains and vegetables In addition to having great food  the restaurant is decked out with a range of fantastic and magicrealist art  If you like your food hot  be sure to ask for the special homemade hot sauce Reservations accepted,52.36643,,X X   yes 2234 limited 983 no 881,,,limited,,Brasserie Je Taime,,1017BK,Reguliersdwarsstraat 49,,,,,,,,,4.89115,,Daily 5PM11PM,,,,,,,,,eat,31 20 623 07 07,restaurant,,€2030 per person with drinks,,Dinner,3 star,,,,,,,Casual,Based on the price range of €2030 per person with drinks included this place would be categorized as medium in terms of pricing,,,,,,,,,,,
274,Prinsengracht,,,,Proeverij 274,,,Small cosy restaurant at one of the main canals Business but also romantic dinner Small menu new Dutch cuisine with classic French influences The menu features mainly organic regional produce Personal service nice wine advice and fresh seasonal food in a relaxed environment,52.37106,,X X X X    X,,,,,Venus  Adonis,,1016HH,Prinsengracht 274,,,,,,,,,4.88244,,Daily 6PM10PM,,,,,,,,MoFr 17302400 SaSu 13000100,eat,31 20 421 18 48,restaurant,,,httpswwwvenusenadonisnl,Dinner,2 star,,,,,,,Intimate,,,,,,,,,,,,
,,,,,Amsterdam Jewel Cruises,,,A la carte dining while cruising the canals,52.37237,,X X yes 509 no 131 only 16 terrace 12 pedestrianzone 11 sidewalk 6 patio 1 yes 72 no 22 unisex 2  yes 2234 limited 983 no 881,,,no,,Cafe Het Paleis,,,Singel 235,,,,,,,,,4.88895,no,,,,yes,httpwwwamsterdamjewelcruisescom,,,,,eat,31 20 422 13 85,cafe,,Cruise and 3 courses dinner €115125,,Dinner,No,,,,,,,Romantic,This place would be categorized as expensive,,,,,,,,,,,
