addr:housenumber,payment:cash,contact:twitter,entrance,addr:street,drink,name:he,level,layer,guest_house,coffee,name:en,reservation,payment:notes,museum,service:bicycle:pump,article,roof:shape,memorial,internet_access:fee,name:de,payment:lightning,survey:date,title,addr:city,comment,lgbtq,tollFree,brand,contact:facebook,accessibility,description,latitude,disused:shop,name:ru,brand:wikipedia,source,addr:housename,common_tags,wikipedia,image,designation,brand:wikidata,wheelchair,checkIn,source:date,directions,name,description:ru,lastEdit,wheelchair:description,addr:postcode,diet:vegan,contact:tripadvisor,official_name,last_checked,second_hand,rooms,denomination,changing_table:wheelchair,address,checkOut,note,wheelchair:description:de,disused:tourism,wikidata,email,ref:rce,heritage,surveillance,check_date:opening_hours,takeaway,start_date,historic,indoor_seating,check_date,stroller,cuisine,beauty,craft_beer,payment:credit_cards,payment:onchain,addr:country,name:zh,shop,building:architecture,wikimedia_commons,religion,wifi,alt_name,unisex,contact:website,longitude,toilets:wheelchair,diet:vegetarian,name:ko,fee,name:lb,sport,contact:instagram,name:es,brewery,landuse,highchair,ref:bag,hours,drink:club-mate,stars,contact:phone,changing_table,toilets,url,name:da,changing_table:location,internet_access,alt,building,name:uk,outdoor_seating,atm,fax,name:nl,smoking,diet:gluten_free,heritage:operator,drive_through,toilets:access,opening_hours,name:ml,currency:XBT,operator,type,payment:coins,air_conditioning,delivery,bicycle_rental,landmark,building:levels,phone,contact:email,amenity,access,int_name,old_name,price,tourism,website,meal,Micheline,category,Service,room_facilities,accommodation_type,drink type,music type
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,PAN Amsterdam,,,,,,,,Third week of November. The biggest national art and antiques fair in the Netherlands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.pan.nl,,,,,,,,,,,,,,,,,,,,do,,,,,,,,,,,,,,,,,,Cultural.,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,International Documentary Film Festival (IDFA),,,,,,,,The largest festival in the world for documentary films with screenings of about 200 documentary films and videos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.idfa.nl,,,,,,,,,,,,,,,,,,,,do,,,,,,,,,,,,,,,,,,Cultural,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,Museumplein,,,,,,,,"Amsterdam celebrates holy day of Sint Nicholaas on December 5th as Christmas in the Dam Square also known as ""Christmas Square"". However, on the Day of Christmas, i.e. December 25th, the people of Amsterdam are also getting used to celebrating Christmas along with Anglo-Americans.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,do,,,,,,,,,,,,,,,,,,Cultural,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,Universiteit van Amsterdam,,,,,,,,"Founded as the Athenaeum Illustre in 1632, in 1877 it became the University of Amsterdam.  With about 25,000 students, the UvA is on three separate campuses in the city center and many smaller sites scattered over Amsterdam.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.uva.nl,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,Volksuniversiteit,,,,,,,,"Despite the name, it is not a university, but a venerable institute for public education. Among the many courses are Dutch language courses for foreigners.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.volksuniversiteitamsterdam.nl/,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,Vrije Universiteit,,,,,,,,"Founded in 1880, the VU campus is located southwest of the city centre, and approximately 20 minutes away by bicycle. It is the only Protestant general university in the Netherlands.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.vu.nl,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,Amsterdam Spoke,,,,,,,,"An English magazine featuring Amsterdam's daily life, its ambiance and trends.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.amsterdam-spoke.com,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,Time Out Amsterdam,,,,,,,,The monthly bible for what is going on in town. Can be purchased all over town.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.timeoutamsterdam.nl,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,Uitkrant,,,,,,,,"A free monthly magazine, listing all concerts, classical, jazz, pop etc., exhibitions, museums and anything cultural to do in Amsterdam. It can be picked up at many spots in the city, e.g. at the Uitburo at the Leidseplein.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.amsterdamsuitburo.nl/extra/uitkrant,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,Basiliek van de Heilige Nicolaas,,,,,,,,,,,,,,,,,,,,,,,tram or metro Centraal Station,,,,,,,,,,,,,,Prins Hendrikkade 73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eucharist Su 10:30 (Dutch), 13:00 (Spanish), Low Mass M W Th Sa 12:30 (Dutch), Tu 12:30 (English), F 12:30 (Spanish)",,,,,,http://www.nicolaas-parochie.nl,,,,,,,,,,,,,,,,,,,,other,,,,,,,+31 20 624-8749,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,Begijnhofkapel,,,,,,,,"Roman Catholic chapel at the Begijnhof, officially known as the HH. Johannes en Ursulakapel.",,,,,,,,,,,,,,,"tram 1, 2 or 5 to Spui",,,,,,,,,,,,,,Begijnhof 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eucharist M-F 09:00 and 17:00, Sa 09:00, Su 10:00 (all Dutch) and 11:15 (French)",,,,,,http://www.begijnhofamsterdam.nl/,,,,,,,,,,,,,,,,,,,,other,,,,,,,+31 20 622-1918,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,De Krijtberg,,,,,,,,Officially St. Franciscus Xaveriuskerk.,,,,,,,,,,,,,,,"tram 1, 2 or 5 to Koningsplein",,,,,,,,,,,,,,Singel 448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eucharist M-Sa 12:30, 17:45, Su 12:30, 17:15 (all Dutch), High Mass Su 09:30, 11:00 (Latin)",,,,,,http://www.krijtberg.nl/,,,,,,,,,,,,,,,,,,,,other,,,,,,,+31 20 623-1923,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,De Papegaai,,,,,,,,Officially the HH. Petrus en Pauluskerk.,,,,,,,,,,,,,,,"tram 1, 2 or 5 to Dam",,,,,,,,,,,,,,Kalverstraat 58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Low Mass M-Sa 10:30 (Dutch), High Mass Su 10:30 (Latin), 12:15 (Latin)",,,,,,http://www.nicolaas-parochie.nl,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,English Reformed Church,,,,,,,,A Reformed Church led by a (Presbyterian) Church of Scotland minister. An English speaking congregation at the Begijnhof.,,,,,,,,,,,,,,,"tram 1, 2 or 5 to Spui",,,,,,,,,,,,,,Begijnhof 48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunday worship at 10:30 (English),,,,,,http://www.ercadam.nl,,,,Engelse Hervormde Kerk,,,,,,,,,,,,,,,,other,,,,,,,+31 20 624-9665,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,The Lady of All Nations,,,,,,,,Mass times are subject to change. Call to be certain.,,,,,,,,,,,,,,,near the RAI Convention Center,,,,,,,,,,,,,,Diepenbrockstraat 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Holy Mass M W F Sa 12:15, Tu: 07:15, Th 18:30, Su 9:30, 11:15 (all Dutch)",,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,+31 20 662-0504,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,Onze Lieve Vrouwekerk,,,,,,,,,,,,,,,,,,,,,,,"tram 6, 13, 14, 17 or bus 21, 170, 172 to Westermarkt",,,,,,,,,,,,,,Keizersgracht 220,,,,,,info@olvkerk.nl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Holy Mass Sa 19:00 (Dutch), Su 11:15 (Dutch), 18:00 (English)",,,,,,http://www.amsterdam.onze-lieve-vrouw.nl/,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,Oud-Katholieke Kerk Amsterdam,,,,,,,,A Dutch denomination in communion with the Church of England (Anglican).,,,,,,,,,,,,,,,tram 16 or 24 to Ruysdaelstraat,,,,,,,,,,,,,,Ruysdaelstraat 39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eucharist Su 10:00 (Dutch),,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,+31 20 662-8313,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam,,,,,,,Parish of the Blessed Trinity,,,,,,,,,,,,,,,,,,,,,,,tram 9 to Brinkstraat,,,,,,,,,,,,,,Zaaiersweg 180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mass Su 10:30 and 12:00 (both English),,,,,,http://www.blessedtrinity.nl/,,,,,,,,,,,,,,,,,,,,other,,,,,,,+31 20 465-2711,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Zuidoost,,,,,,,Bijlmermonument,,,,,,,,"In 1992 a Boeing 747F jumbo freighter crashed into two flats in the Bijlmer. This is a monument to the people on the ground who died or lost their houses in the disaster. 39 residents are known to have died, but due to the large number of unregistered illegal immigrants living in the cellars of the flats at the time, which were completely incinerated in the crash, it is possible that more died than could officially be accounted for. The monument was designed by architect Herman Hertzberger and is built around a tree that survived the crash, with the names of the known victims and mosaics laid by survivors. The foundations of the destroyed buildings are also still visible.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nellesteinplad, Amsterdam-Zuidoost",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.buitenbeeldinbeeld.nl/Amsterdam_ZO/Bijlmermonument.htm,,,,,,,,,,,,,,,,,,,,see,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Zuidoost,,,,,,,Amsterdam ArenA,,,,,,,,"The Amsterdam ArenA, built from 1993 to 1996 and with a capacity of 51,628 seats during sports matches, is home to the most successful football club in the Netherlands, Ajax. The arena can hold up to 68,000 people during concerts and regularly holds popular music events. In past many well known artists have performed here.Ajax offers multiple daily tours through the Amsterdam ArenA stadium.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.amsterdamarena.nl/tours.htm,,,,,,,,,,,,,,,,,,,,see,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Zuidoost,,,,,,,Heineken Music Hall,,,,,,,,"Large-scale music venue with plenty of international stars having performed here. More ""headliners"" are booked in Amsterdam for the Heineken Music Hall than any other venue. Best reached by train r metro (station Amsterdam Bijlmer ArenA).",,,,,,,,,,,,,,,Metro/Train: Amsterdam Bijlmer ArenA,,,,,,,,,,,,,,De Corridor 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.heineken-music-hall.nl/,,,,,,,,,,,,,,,,,,,,do,,,,,,,+31 900 687 42 42 (Dutch phones only),,,,,,,,,,,Entertainment,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Zuidoost,,,,,,,Pathé,,,,,,,,"One of the largest cinemas of the country, and it also has IMAX movies.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,do,,,,,,,,,,,,,,,,,,Cinema,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Zuidoost,,,,,,,Gaasperpark,,,,,,,,"Recreational area and nature reserve with a lake and water-sports centre. The centre offers facilities for canoeing, swimming, rowing, sailing and a surfing school. Explore the park (5 km around the lake) by foot, bicycle or horseback. On the edge of the park is the Gaasper Camping campsite.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,do,,,,,,,,,,,,,,,,,,"Park, Recreation, Water-Recreational",,,,,
,,,,,,,,,,,,,,,,Amsterdam/Zuidoost,,,,,,,Kraaiennest Outdoor Gym,,,,,,,,"A well equipped outdoor gym with permanent workout stations, made out of green plastic & metal. If you spend some time in Bijlmer, this is a good spot to workout for free during daytime, and talk to locals. Just beside the running tracks and tennis court which you will see from the metro station and the Kraaiennest Winkelcentrum.",,,,,,,,,,,,,,,Next to the Kraaiennest Metro station tracks,,,,,,,,,,,,,,Kleiburg 52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24 hrs,,,,,,,,,,,,,,,,,,,,,,,,,,do,,,,,,,,,,,,,Free,,,,,Outdoor Gym (Exercise),,,,,
,,,,,,,,,,,,,,,,Amsterdam/Zuidoost,,,,,,,Skateboarding,,,,,,,,There are a plethora of spots to go skateboarding in Amsterdam Zuidoost. The biggest attraction is the new skatepark in Bijlmer Park with two large bowls.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://maps.google.com/maps/ms?ie=UTF&msa=0&msid=206729439643112803962.0004d364c9a49f2d1e202,,,,,,,,,,,,,,,,,,,,do,,,,,,,,,,,,,,,,,,Recreation,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Zuidoost,,,,,,,Kam Yin Chinees Surinaams restaurant,,,,,,,,Surinamese/Indonesian cuisine. Very good Moksi Meti (marinated pork and sausages with noodles). Popular with the locals. Take-away.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bijlmerplein 525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eat,,,,,,,+31 20 - 4095888,,,,,,7€,,,Dinner,3 star,,,,,,
1006,,,,Bijlmerplein,,,,,,,,,,,,Amsterdam/Zuidoost,,,,,,,Lebkov & Sons,Amsterdam,,,,,,,Sandwich bar. Mainly caters to office workers in surrounding buildings. Try the hummus & sun-dried tomato.,52.312732,,,,BAG,,", , , , X, X, , , yes: 2234, limited: 983, no: 881",,,,,yes,,2014-05-07,,Arena Broodjes,,,,1102ML,,,,,,,,,"Hoekenrode 6, 1102BR Amsterdam",,,,,,,,,,,,,,,,,,,,,,,,bakery,,,,,,,,4.949238,,,,,,,,,,,,,,,,,,,https://www.lebkov.nl/vestigingen/lebkov-amsterdam//,,,,,,,,,,,,,,,,,,,,eat,,,,,,,+31 20 - 3650037,,,,,,3€,,,Lunch,No,,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Zuidoost,,,,,,,Lomnava Kenkey House,,,,,,,,"Possibly the only Ghanaian snack bar in Amsterdam. Specializes in Kenkey (a sort of sourdough dumpling), but has a wide range of West-African cuisine at very reasonable prices.",52.309048,,,,,,"X, X",,,,,,,,"No house number visible, look for the shack with prominent Ghanaian flag in front of the Hogevecht flats.",,,,,,,,,,,,,,"Karspeldreef, 1102BX Amsterdam",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.958306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eat,,,,,,,,,,,,,7€,,,This is most likely a type of meal: Dinner.,No,,,,,,
5,,,,Hoekenrode,,,,,,,,,,,,Amsterdam/Zuidoost,,,,,,,Marmaris Grill & Pizza,Amsterdam,,,,,,,"Relatively up-market Turkish/Mediterranean restaurant in fancy new building opposite station Bijlmer-Arena. Great food, presentation and service - definitely worth the price. On cold days, avoid sitting anywhere near the door as it frequently fails to close properly.",52.3128948,,,,BAG,,", , , , X, X, yes: 217, no: 4, X, X, yes: 509, no: 131, only: 16, terrace: 12, pedestrian_zone: 11, sidewalk: 6, patio: 1, , , , X, yes: 2234, limited: 983, no: 881",,,,,no,,2014-05-07,,Marmaris grill & pizza,,,,1102BR,,,,,,,,,"Hoekenrode 5, 1102BR Amsterdam",,,,,,,,,,,,,,yes,,,turkish,,,,,,,,,,,,,,,4.9490031,,,,,,,,,,,,,,,,,,,http://www.marmarisgrillenpizza.nl/,,,,,,,yes,,,,,,,,,Mo-Su 10:30-24:00,,,,eat,,,,,,,+31 20 697 3641,,restaurant,,,,14€,,http://www.marmarisgrillenpizza.nl/,Dinner,3 star,,,,,,
3,,,,Heesterveld,,,,,,,,,,,,Amsterdam/Zuidoost,,,,,,,Oma Ietje,Amsterdam,,,,,,,"Inevitably, Hipsters have even found their way into the Bijlmer. Part-funded by crowdfunding. Very worthy 'Swedish style' coffee house. Exquisite coffees, biological lemonade and delicious cakes. Also showcases art by local artists. Worth a visit, particularly if you're staying at the A&O Hostel just on the other side of the Metro line.",52.306396,,,,,,", , , X, X, yes: 509, no: 131, only: 16, terrace: 12, pedestrian_zone: 11, sidewalk: 6, patio: 1, X",,,,,,,,,Oma Ietje,,,,,,,,,,,,,"Heesterveld 3, 1102SB Amsterdam",,,,,,info@omaietje.nl,,,,,,,,,,,,,,,,,,,,,,,,,,4.95379,,,,,,,,,,,,,"08.00 – 17.00, Thu/Fri 08.00- 20.00",,,,,,http://omaietje.nl/,,,,,,,yes,,,,,,,,,,,,,eat,,,,,,,+31 20 - 2338150,,cafe,,,,5€,,https://omaietje.nl,"It seems like this description is referring to a café or coffee house, which typically serves items like coffee, lemonade, and cakes.",Micheline is likely a 3 start Micheline.,,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Zuidoost,,,,,,,'t Pleintje,,,,,,,,"Located just off the Bijlmerdreef near metro Ganzenhoef (53), this is one of only two legal bars in the northeastern quadrant of Bijlmer, and so serves maybe twenty thousand inhabitants. Although the building is very new, the decoration is typically ""bruin cafe"". Clientele is incredibly mixed, everything from rastafarians (inevitably outside smoking pot) to old Amsterdammers you'd expect to find in the Jordaan. Closes at 18h.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harriet Freezerstraat 104, 1103JP Amsterdam-Zuidoost",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,,,,,,,,,"This sounds like a bar serving drinks like beer, cocktails, and soft drinks.",I am unable to identify the type of music from the description given.
,,,,,,,,,,,,,,,,Amsterdam/Zuidoost,,,,,,,Gaasper Camping Amsterdam,,,,,,,,the capital's largest campsite,,,,,,,,,,,,,,,twenty minutes from the centre of Amsterdam is the Gaasperpark on the Gaasperplas (Gaasper Lake) 5 minutes walk to the metro station Gaasperplas,,,,,,,,,,,,,,"Loosdrecht 7, 1108 AZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.gaaspercamping-amsterdam.nl/,,,,,,,,,,,,,,,,,,,,sleep,,,,,,,,,,,,,,,,,,,,"- Size: Large
- Private bath: No
- Air conditioning: No
- Bath: Possibly shared bathroom facilities
- Balcony: Possibly
- View: Possibly
- Kitchen: Possibly
- TV: Possibly
- Number of beds: Multiple beds in each tent or cabin",Campsite,,
22,,,,Hogehilweg,,,,,,,,,,,,Amsterdam/Zuidoost,,,no,,,,A&O Amsterdam Zuidoost,Amsterdam,,,,,,,"hostel.  Immediately adjacent to metro station Bullewijk, 5 mins walk from train station Amsterdam Bijlmer-Arena. Free wifi. Free parking. No curfew. This hostel is the largest in Amsterdam, opened early 2015 in a completely renovated former office building. New, clean and very popular, is spearheading the revitalization of this part of town. Location is logistically perfect, less than 20 mins door-to-door from Schiphol airport, near major train station and the junction between major motorways leading into Amsterdam, and with an excellent metro connection into the center of town. Only drawback is that there isn't much to do in the immediate vicinity and that the metro doesn't run at night. Fortunately Amsterdam night buses do run every night and stop at Amsterdam Bijlmer-Arena (5 mins walk away).",52.307066,,,,BAG,,", , , , , wlan: 431, yes: 64, no: 20, , X, , no: 149, outside: 100, isolated: 7, separated: 7, dedicated: 3, yes: 1, , , X, , , X, yes: 2234, limited: 983, no: 881, ",,,,,limited,15:00,2014-05-07,,A&O Amsterdam Zuidoost,,,"Rooms are step-free, but ensuite toilets are not accessible.",1101CD,,,,,,,,,"Hogehilweg 22, 1102 CD",10:00,,,,,,,,,,,1984,,,,,,,,,,,,,,,,,,,,4.949838,yes,,,,,,,,,,,363100012139250,,,,,,,http://www.aohostels.com/en/amsterdam/amsterdam-zuidoost/,,,yes,,commercial,,,,,,no,,,,,,,,,sleep,,,,,,,,,,,,,,hostel,https://www.aohostels.com/en/amsterdam/amsterdam-zuidoost/,,,,Clean,"Room Facilities:
- Free WiFi
- Air conditioning
- Private bath
- TV
- Number of beds (varies by room)
- Size of room (varies by room)",Hostel,,
,,,,,,,,,,,,,,,,Amsterdam/Zuidoost,,,,,,,Campanile Hotel Amsterdam,,,,,,,,3 star hotel.  1 minute walk from metro station Gaasperplas. Free wifi. Free parking.,,,,,,,,,,,,,14:00,,,,,,,,,,,,,,,,"Loosdrechtdreef 3, 1108 AX",12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.campanile.com,,,,,,,,,,,,,,,,,,,,sleep,,,,,,,,,,,,,,,,,,,,"- Free WiFi
- Free parking
- Proximity to metro station",Hotel,,
,,,,,,,,,,,,,,,,Amsterdam/Zuidoost,,,,,,,Tulip Inn Amsterdam Riverside,,,,,,,,3 star hotel. 7 minute walk from metro station Gaasperplas. Free parking. 8 conference rooms. Restaurant. Bar open till 1:00 am.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Provincialeweg 38, 1108 AB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.tulipinnamsterdamriverside.nl/,,,,,,,,,,,,,,,,,,,,sleep,,,,,,,,,,,,,,,,,,,,"- Private bath
- Air conditioning
- TV
- Number beds: Not specified",Hotel,,
,,,,,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Magere Brug,,,,,,,,"The Magere Brug, literally ""Skinny Bridge"", is a bridge that spans the Amstel River and connects the Kerkstraat with the Nieuwe Kerkstraat. It an iconic bridge that consists of nine arches and a drawbridge that is still operated by hand. The current bridge is made of white-painted wood, but it has been rebuilt several times and historically it has also been in concrete. The first bridge here was built in 1691, but the current one dates from 1934. It is one of the most photographed bridges of Amsterdam, especially at night because of the 1200 tiny lights that make it look like a picture-perfect postcard.",52.363587,,,,,,"X, X, X, yes: 2234, limited: 983, no: 881",,,,,yes,,,tram 4 to Prinsengracht,Ponte Magro,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-18,,,,,,,,,,,,,,,,,4.902373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,see,,,,,,,,,restaurant,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Canal District,,,,,,,Anne Frank House,,,,,,,,"The house where the Jewish girl Anne Frank wrote her diary while hiding with her family from the Nazis. Don't let the long line (or maybe a very short line if you're lucky) discourage you; it moves quickly and the experience inside the hiding places on the top floors is moving. The museum lacks any exhibits to explain the historical context at the time of Anne's diary, however. Go in the early evening around 5PM to avoid any lines, or alternatively skip the lines entirely by reserving tickets from the official website. The Anne Frank House is open later during the summer. ''Museumkaart'' is valid, ''I Amsterdam Card'' is '''not''' valid.",52.37507,,,,BAG,,", , , , X",,,,,,,2014-02-11,Tram Westermarkt,,,,,,,,,,,,,,Prinsengracht 267,,,,,,,,,,,,1635,,,,,,,,,,,,,,,,,,,,4.88414,,,,,,,,,,,,0363100012169587,,,,,,,http://www.annefrank.org,,,,Anne Frankhuis,museum,,,,,,,,,,,,,,,see,,,,,,,+31 20 556 71 00,,,,,,€9,,,,,,,,,,
386,,,,Herengracht,,,,,,,Museum of the Canals,,,,,Amsterdam/Canal District,,,,,,,Museum Het Grachtenhuis,Amsterdam,,,,,,,Het Grachtenhuis is the gateway to the world famous Canal District. Het Grachtenhuis tells the fascinating story about how Amsterdam's Canal District was created by a multi-media exhibition.,52.36788,,,,,,", , , , X, yes: 82, no: 18, EUR 24 (2 adults, camper): 2, first hour and restaurant free; €2/hour;€8/day;€5/extra night: 1, X, , , X, , , X, yes: 2234, limited: 983, no: 881",,,,,no,,,,Grachtenhuis,,,,1016CJ,,,,,,,,,Herengracht 386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Het Grachtenhuis,,,4.88630,,,,yes,,,,,,,,,,,,,,,http://www.hetgrachtenhuis.nl,,,,The Museum of the Canals,,,,,,Grachtenhuis,,,,,,Tu-Su 10:00-17:00,,,,see,,,,,,,+31 20 421 1656,,,,,,€12,museum,https://grachten.museum/,,,,,,,,
497,,,,Herengracht,,,,,,,cats museum,,,,,Amsterdam/Canal District,,,,Katzenmuseum,,,Cat Cabinet,Amsterdam,,,,,,,"A cat museum. Housed in a beautiful restored palatial home in an upscale area street - very Masterpiece Theater. It was opened by the homeowner after his favourite cat died... and he still lives in the home. Lots of cat-related art, and two real felines. The exhibition is spread across the first floor of the house.",52.36561,,Музей кошек,,,,", , , X, X, , , , X, , yes: 72, no: 22, unisex: 2, , , X, yes: 2234, limited: 983, no: 881, , , ",nl:KattenKabinet,,,,no,,,,Kattenkabinet,,,,,,,,,,,,,Herengracht 497,,,,,Q2916386,info@kattenkabinet.nl,,,,,,,,,,,,,,,,,,,,Category:KattenKabinet,,,,,,4.89156,,,,,,,,,,,,,,,,,,yes,http://www.kattenkabinet.nl/html/index_engels_dhtml.html,,,,Kattenkabinet,,,,,,,,,,,customers,"Sa, Su 12:00-17:00; Mo-Fr 10:00-17:00",,,,see,,,,,,,+31 20 626 9040,,,,,,€5,attraction,https://kattenkabinet.nl,,,,,,,,
